Time,swd_1,swu_1,lwd_1,lwu_1,batt_v_0,t_0,rh_0,p_0,swd_0,swu_0,lwd_0,lwu_0,SHF,LHF,Tc1,wspd_0,Tc2,wdir_0,batt_v_1,rh_1,rh_2,rh_3,rh_4,rh_5,t_1,t_2,t_3,t_4,t_5,wspd_1,wdir_1
2023-09-28 13:00:00,205.6624,53.0178,380.1491,402.9687,5.247,19.29,71.29,1018.5,150.6,41.0,398.3,418.8,11.5962,1832930.0,19.21,0.9145,19.05,191.55,13.1928,66.8205,66.9514,65.1696,66.2162,66.4896,19.2347,19.1098,19.6298,18.667,19.1486,0.906,88.4808
2023-09-28 14:00:00,146.2444,37.5519,375.6368,398.7007,5.24,19.095,69.865,1018.45,143.45,39.95,392.8,415.9,-4.4176,112.75,18.87,0.691,18.87,185.8,12.964,64.7094,64.7668,63.5342,64.0838,64.3423,19.0586,18.9646,19.3208,18.4864,18.9947,0.7597,62.6385
2023-09-28 15:00:00,146.041,37.9206,356.3526,396.2329,5.245,18.985,70.335,1017.9,142.7,40.6,373.65,413.3,-6.6264,66.0,18.785,0.7025,18.775,165.65,13.0063,65.389,65.459,64.0743,64.8088,65.0455,18.9573,18.8507,19.2588,18.3708,18.879,0.7683,35.7268
2023-09-28 16:00:00,95.4778,26.1589,335.0242,389.2122,5.256,18.61,72.945,1017.75,94.2,29.6,352.85,406.3,-5.522,34.375,18.425,0.286,18.395,153.8,12.8885,69.0194,69.1252,67.1632,68.4761,68.6524,18.568,18.4562,18.9833,17.9907,18.5014,0.3117,36.4826
2023-09-28 17:00:00,25.0746,8.2532,321.922,371.1846,5.2475,16.245,82.575,1017.5,27.2,12.25,338.7,387.15,-3.3132,5.5,16.82,0.016,16.89,154.8,12.6793,81.1755,81.5132,78.4387,80.8268,80.9408,16.4585,16.3408,16.9486,15.8752,16.3497,0.0241,61.5848
2023-09-28 18:00:00,-1.196,1.4468,322.0792,360.7168,5.2095,14.05,88.775,1017.45,1.85,5.25,343.45,376.65,-999,-999,-999,-999,-999,-999,12.5617,90.88,91.3633,90.8333,90.6284,90.6733,14.605,14.503,14.5692,14.0475,14.5195,0.0113,65.7384
2023-09-28 19:00:00,0.1236,1.7396,349.8056,368.5305,5.1745,13.88,90.45,1017.05,2.4,4.8,370.6,383.05,-999,-999,-999,-999,-999,-999,12.4977,92.8184,93.1584,94.9067,92.2866,92.2784,14.4306,14.3512,14.0424,13.9074,14.4128,0.017,20.0562
2023-09-28 20:00:00,-0.1876,2.1372,355.7788,373.5396,5.1435,14.625,88.73,1017.05,1.95,4.55,376.4,387.8,-999,-999,-999,-999,-999,-999,12.451,88.83,89.0184,90.955,88.2416,88.1317,15.2375,15.177,14.86,14.6942,15.2428,0.1856,187.7073
2023-09-28 21:00:00,-0.8474,2.6966,347.5952,373.8576,5.114,15.195,85.78,1016.7,1.45,6.05,367.8,388.35,-999,-999,-999,-999,-999,-999,12.4095,85.93,86.0966,86.8316,85.4516,85.2917,15.5916,15.5272,15.4088,15.0276,15.579,0.2902,21.4755
2023-09-28 22:00:00,-0.1881,1.7122,346.586,371.213,5.087,15.07,85.155,1016.75,2.0,4.85,361.7,385.85,-999,-999,-999,-999,-999,-999,12.3722,84.595,84.795,85.3034,84.145,84.1467,15.5647,15.486,15.3965,14.999,15.5235,0.1352,18.7671
2023-09-28 23:00:00,0.4402,1.3285,365.0285,377.7916,5.053,15.43,84.395,1016.45,2.5,4.1,380.0,392.45,-999,-999,-999,-999,-999,-999,12.3357,83.855,84.045,84.6866,83.3734,83.3467,15.8258,15.7486,15.6408,15.2593,15.7912,0.2476,13.1444
2023-09-29 00:00:00,0.2146,0.9125,368.8194,379.6799,5.022,15.815,83.42,1016.1,2.3,3.65,384.05,394.65,-999,-999,-999,-999,-999,-999,12.2991,83.2783,83.4516,83.4734,82.8433,82.755,16.0542,15.9788,15.9969,15.491,16.0185,0.4877,8.8096
2023-09-29 01:00:00,0.2564,0.5386,376.8024,382.2058,4.994,16.215,82.945,1015.6,2.3,3.2,392.2,397.5,-999,-999,-999,-999,-999,-999,12.2639,82.8566,83.0634,82.84,82.4167,82.3367,16.4005,16.3207,16.3936,15.847,16.3642,0.644,15.4956
2023-09-29 02:00:00,-0.2491,0.6892,366.3439,381.0734,4.9635,16.375,83.56,1015.2,2.0,3.6,381.9,396.5,-999,-999,-999,-999,-999,-999,12.23,83.7867,83.9817,83.6734,83.33,83.2584,16.5915,16.5228,16.5948,16.0387,16.5533,0.5128,14.2991
2023-09-29 03:00:00,0.3682,0.7113,376.6734,383.4581,4.9325,16.85,81.13,1014.85,2.45,3.4,392.35,399.05,-999,-999,-999,-999,-999,-999,12.2012,80.0352,80.1696,80.181,79.5314,79.5001,17.0317,16.9615,16.987,16.479,17.0075,0.8333,10.228
2023-09-29 04:00:00,-1.5825,1.3944,379.8362,383.2542,4.901,16.15,85.71,1013.95,1.2,4.7,394.0,398.3,-999,-999,-999,-999,-999,-999,12.178,88.7865,88.9228,87.583,88.3965,88.4168,16.2758,16.2076,16.4458,15.7115,16.2065,0.3314,30.9945
2023-09-29 05:00:00,-1.3516,1.9226,379.7752,384.36,4.8665,16.635,84.38,1013.7,1.8,5.5,393.7,399.4,-999,-999,-999,-999,-999,-999,12.1618,86.4133,86.5484,86.465,85.935,85.745,16.7775,16.7185,16.7483,16.234,16.7618,0.7736,11.7599
2023-09-29 06:00:00,4.9987,3.2337,381.461,386.8131,4.8375,17.415,83.1,1013.5,8.5,6.9,394.65,402.25,-999,-999,-999,-999,-999,-999,12.1515,84.5283,84.6366,84.65,83.9783,83.85,17.5632,17.5082,17.5105,17.0242,17.5613,0.6981,18.409
2023-09-29 07:00:00,45.5655,13.0091,382.0344,391.9965,4.8735,18.29,82.32,1013.85,48.0,16.5,393.05,408.05,-999,-999,-999,-999,-999,-999,12.2032,83.7517,83.89,83.6967,83.24,83.09,18.3817,18.3139,18.363,17.8338,18.3725,0.6514,24.5272
2023-09-29 08:00:00,68.8352,18.0541,393.5896,398.481,5.056,19.145,81.415,1014.25,69.7,20.45,408.2,415.5,-999,-999,-999,-999,-999,-999,12.289,82.7083,82.8716,82.2234,82.1833,82.095,19.1965,19.1112,19.2651,18.6358,19.1558,0.65,27.7293
2023-09-29 09:00:00,157.9538,39.9954,393.36,405.4509,5.246,20.24,79.505,1014.7,154.45,41.35,408.9,424.1,-3.3132,-999,20.205,0.919,20.175,187.55,12.6444,80.0255,80.2322,79.3256,79.5293,79.5179,20.1972,20.1027,20.3426,19.6448,20.1372,0.9176,74.515
2023-09-29 10:00:00,120.5622,31.1259,394.102,404.6236,5.2525,20.29,80.25,1015.2,118.25,32.95,412.4,423.65,-1.6566,72.875,20.185,1.247,20.155,221.05,12.7272,80.8648,81.1265,79.8247,80.3485,80.3956,20.3482,20.2458,20.5618,19.7989,20.2807,1.1684,118.7592
2023-09-29 11:00:00,87.3209,22.4136,397.1826,402.4276,5.252,19.34,84.57,1015.95,87.4,25.05,413.55,419.8,-8.8352,27.5,19.085,1.2675,19.1,238.0,12.6348,88.4583,88.8284,87.425,88.1,88.0633,19.4264,19.3322,19.6281,18.864,19.3545,1.3832,132.4423
2023-09-29 12:00:00,112.4101,29.8888,393.2608,398.0696,5.2445,17.985,84.91,1017.3,112.9,33.55,406.1,414.1,3.8654,133.375,17.885,1.484,17.935,262.9,12.6888,89.8334,90.3916,89.0417,89.4484,89.2083,18.0213,17.9042,18.1316,17.4686,17.9946,1.6159,164.6807
2023-09-29 13:00:00,204.9201,54.077,389.3156,399.4456,5.2325,18.165,79.29,1018.8,201.9,57.45,399.4,416.3,10.4918,115.5,18.07,1.47,18.095,261.95,13.0062,80.8144,81.153,80.0078,80.3188,80.2203,18.1498,18.0468,18.299,17.6042,18.1288,1.6618,171.2648
2023-09-29 14:00:00,216.5158,55.9728,380.1024,399.0158,5.245,18.375,75.505,1019.65,209.75,59.15,391.15,416.2,9.9396,147.125,18.25,1.4335,18.26,263.0,13.1372,74.6915,74.9221,73.7167,74.112,74.1434,18.3687,18.2572,18.5602,17.836,18.3492,1.5741,162.8089
2023-09-29 15:00:00,249.9108,55.2174,333.8867,392.7463,5.247,18.325,73.8,1020.9,234.3,61.4,347.05,410.0,0.0,123.75,18.07,1.631,18.08,263.45,13.1804,72.5638,72.8007,71.282,71.9407,72.0103,18.219,18.0998,18.5136,17.6975,18.2027,1.6998,162.9441
2023-09-29 16:00:00,59.8362,13.5925,307.0988,377.9454,5.256,17.165,71.27,1021.7,59.65,18.05,324.75,394.3,-30.371,90.75,17.145,1.3245,17.14,253.45,12.7375,67.7368,67.8012,67.0463,67.1564,67.323,17.31,17.2148,17.4566,16.7576,17.2718,1.4782,164.07
2023-09-29 17:00:00,16.6454,5.7704,300.7774,367.3428,5.239,15.895,74.92,1022.45,18.55,9.6,317.55,382.8,-999,-999,-999,-999,-999,-999,12.5315,72.8058,72.9103,72.094,72.3293,72.352,16.1358,16.057,16.2435,15.5545,16.0922,0.7353,147.398
2023-09-29 18:00:00,-1.5463,2.43,302.8346,358.5952,5.2,14.305,81.16,1023.75,1.35,6.3,318.55,373.3,-999,-999,-999,-999,-999,-999,12.4152,81.0997,81.404,80.8366,80.7235,80.5543,14.783,14.6957,14.7606,14.1955,14.7743,0.3185,106.6762
2023-09-29 19:00:00,-1.4079,2.1498,310.2225,351.9004,5.16,12.5,87.175,1024.1,1.45,5.95,331.0,366.9,-999,-999,-999,-999,-999,-999,12.3284,91.7184,92.2834,91.1584,91.73,91.5583,13.1488,13.0388,13.0928,12.5362,13.0502,0.0732,59.6217
2023-09-29 20:00:00,-0.655,2.6276,331.9494,352.9301,5.1255,11.505,89.53,1024.55,1.9,6.3,348.85,365.9,-999,-999,-999,-999,-999,-999,12.2525,96.4916,97.345,96.6367,96.6183,96.4117,12.0607,11.9356,11.8438,11.4778,11.9738,0.0446,51.0896
2023-09-29 21:00:00,-0.842,2.4756,336.8405,353.158,5.0975,11.235,90.05,1024.65,1.55,5.95,353.3,365.85,-999,-999,-999,-999,-999,-999,12.188,96.2884,96.7633,97.55,96.145,95.8716,11.781,11.6972,11.5653,11.2038,11.7436,0.0978,42.0627
2023-09-29 22:00:00,-0.6133,2.4752,338.6848,352.7513,5.064,10.99,90.27,1025.05,1.8,5.9,354.9,365.25,-999,-999,-999,-999,-999,-999,12.1378,96.6734,97.1984,97.8016,96.5266,96.2516,11.4838,11.3978,11.2476,10.9337,11.4695,0.0644,37.4514
2023-09-29 23:00:00,-0.4803,2.2276,342.841,354.1223,5.0345,10.95,90.51,1025.35,1.8,5.5,358.8,366.6,-999,-999,-999,-999,-999,-999,12.1038,96.7567,97.1784,97.945,96.485,96.2267,11.3928,11.3218,11.1638,10.8312,11.3858,0.0818,30.365
2023-09-30 00:00:00,-0.6961,1.696,347.2718,357.0302,5.003,11.18,90.215,1025.35,1.6,4.8,363.0,369.65,-999,-999,-999,-999,-999,-999,12.0814,96.0816,96.37,97.48,95.6416,95.3583,11.5994,11.523,11.4338,11.0534,11.6043,0.0918,10.694
2023-09-30 01:00:00,-0.3192,1.7051,350.0733,358.3908,4.9755,11.41,90.18,1025.85,1.9,4.75,365.45,371.0,-999,-999,-999,-999,-999,-999,12.0657,96.5784,96.9933,97.5733,96.265,95.9816,11.7968,11.722,11.583,11.2331,11.7897,0.069,29.5888
2023-09-30 02:00:00,-0.2997,1.4171,353.6688,360.9654,4.9435,11.785,89.805,1025.95,1.9,4.4,368.95,373.85,-999,-999,-999,-999,-999,-999,12.0527,96.0967,96.335,97.365,95.6066,95.3717,12.1495,12.0914,11.9574,11.6005,12.1555,0.1718,15.0753
2023-09-30 03:00:00,-0.7797,1.2199,353.6888,362.0014,4.9115,11.995,89.305,1025.8,1.5,4.3,369.6,375.1,-999,-999,-999,-999,-999,-999,12.0398,95.9717,96.3717,96.6966,95.68,95.35,12.3546,12.2828,12.2592,11.7953,12.3497,0.1284,13.6547
2023-09-30 04:00:00,-0.5916,1.4394,353.439,361.4826,4.8795,12.0,89.765,1025.85,1.75,4.55,369.25,374.55,-999,-999,-999,-999,-999,-999,12.0268,97.2684,97.8533,97.4916,97.12,96.7716,12.2948,12.1985,12.2101,11.7234,12.2802,0.082,20.3796
2023-09-30 05:00:00,-1.0123,1.4036,350.1394,360.0074,4.8485,11.81,89.92,1026.1,1.4,4.6,366.95,373.25,-999,-999,-999,-999,-999,-999,12.0122,97.595,98.1683,97.77,97.465,97.135,12.1108,12.013,12.0576,11.5328,12.0825,0.1654,182.8763
2023-09-30 06:00:00,12.7606,6.0058,344.8462,357.7342,4.8355,11.455,90.22,1026.1,16.15,9.25,362.1,370.7,-999,-999,-999,-999,-999,-999,12.0147,98.1167,98.735,98.0834,98.025,97.6333,11.6931,11.5949,11.6496,11.108,11.6757,0.3103,7.8711
2023-09-30 07:00:00,101.3091,39.1496,351.4334,367.1814,5.171,12.58,88.395,1027.0,75.0,37.2,367.5,379.05,-999,-999,13.09,0.46,12.98,139.0,12.208,97.18,97.12,97.3634,96.2284,96.1483,12.3105,12.285,12.4702,11.8444,12.3632,0.4294,21.2428
2023-09-30 08:00:00,237.5842,85.8716,352.6694,384.452,5.219,15.72,79.455,1027.3,257.35,88.35,374.75,395.9,14.3572,2.75,14.725,0.5845,14.5,147.85,13.289,88.465,88.75,87.1216,87.8334,87.835,14.7646,14.6722,15.3208,14.239,14.728,0.5568,20.5743
2023-09-30 09:00:00,372.1106,107.536,316.0969,401.7566,5.2215,17.905,72.82,1027.75,384.45,112.0,352.15,416.3,31.4754,126.5,16.6,0.6485,16.475,166.75,13.762,79.2404,79.8648,74.8916,78.7925,79.127,16.902,16.7355,18.05,16.3565,16.7607,0.6142,39.978
2023-09-30 10:00:00,336.2464,82.705,325.0783,402.5511,5.232,18.53,69.26,1028.05,330.6,86.7,344.55,420.75,23.7446,110.0,17.71,0.6545,17.73,220.05,13.5968,71.9827,72.472,68.1164,71.416,71.7185,17.9532,17.781,18.9496,17.4237,17.8673,0.6212,119.1227
2023-09-30 11:00:00,421.564,105.306,339.8578,410.7752,5.2295,19.61,65.245,1027.5,400.7,106.0,359.65,429.45,34.7886,156.75,18.615,0.6765,18.625,197.1,13.6487,65.7433,66.0898,62.9113,65.2723,65.4817,18.901,18.7228,19.6802,18.3276,18.7962,0.5772,78.3833
2023-09-30 12:00:00,333.3183,84.396,362.5059,408.3288,5.2365,19.485,62.515,1027.25,319.0,87.5,381.8,427.4,23.1924,136.125,18.865,0.816,18.865,204.0,13.5903,60.5283,60.7064,58.0052,59.9782,60.2373,19.0724,18.915,19.8019,18.4945,18.9882,0.824,91.389
2023-09-30 13:00:00,296.3566,77.0972,344.5902,403.103,5.233,19.415,62.005,1026.9,285.6,80.85,363.1,421.05,10.4918,122.375,18.84,0.6335,18.825,202.1,13.533,59.7376,59.8713,57.5166,59.1276,59.3894,19.0252,18.8758,19.6275,18.4608,18.9572,0.6137,84.671
2023-09-30 14:00:00,350.3458,90.8386,328.0182,403.3138,5.233,19.48,60.885,1026.65,333.25,96.35,347.65,421.95,13.2528,125.125,19.065,0.853,19.085,226.8,13.633,57.0494,57.223,54.5484,56.3972,56.6588,19.3164,19.1574,20.0852,18.7561,19.2395,0.8834,112.1149
2023-09-30 15:00:00,245.9904,57.1474,336.6812,396.9626,5.2435,19.53,60.815,1026.35,233.75,63.1,355.85,415.35,1.1044,119.625,18.915,0.642,18.915,222.6,13.3563,57.503,57.6414,55.0495,56.8752,57.1494,19.2035,19.0523,19.9386,18.637,19.1338,0.7428,124.2021
2023-09-30 16:00:00,67.6042,15.9898,332.4269,382.6662,5.256,17.79,65.29,1026.0,67.6,20.25,349.9,399.4,-7.1786,19.25,17.705,0.489,17.725,214.1,12.8944,63.0412,63.0833,61.3674,62.4855,62.7097,17.8758,17.7773,18.295,17.308,17.8238,0.4966,111.3063
2023-09-30 17:00:00,12.7664,3.97,349.4898,378.2105,5.2275,16.475,72.275,1026.0,14.85,7.35,365.4,393.9,-7.1786,17.875,16.6,0.112,16.67,191.6,12.722,73.2563,73.4684,72.0195,72.7225,72.7853,16.7254,16.6268,16.9588,16.1638,16.6788,0.1632,78.7754
2023-09-30 18:00:00,-0.5028,1.009,349.6978,371.5978,5.1845,15.005,77.84,1025.95,2.2,4.4,365.0,386.35,0.0,0.0,15.435,0.0215,15.575,173.5,12.6265,80.2065,80.4944,79.9934,79.6888,79.673,15.5185,15.4326,15.5245,14.9582,15.496,0.0419,69.8774
2023-09-30 19:00:00,-0.3828,1.2151,350.7206,372.6808,5.1475,14.725,80.235,1025.85,2.0,4.3,365.4,387.0,0.5522,-2.75,15.175,0.0275,15.29,178.4,12.5575,83.8184,84.075,83.875,83.3502,83.2834,15.2438,15.1602,15.1762,14.6796,15.2212,0.0573,55.7878
2023-09-30 20:00:00,-0.149,1.3127,352.8503,371.193,5.115,14.18,82.37,1025.95,2.3,4.4,367.35,385.25,-1.6566,1.375,14.67,0.029,14.75,166.4,12.5032,86.8634,87.085,87.4216,86.4634,86.4367,14.6864,14.6036,14.5553,14.1355,14.652,0.0525,39.1624
2023-09-30 21:00:00,0.3456,1.0724,367.1149,376.9158,5.091,14.495,81.17,1025.85,2.3,3.75,381.55,391.05,0.0,-1.375,14.925,0.046,14.975,132.4,12.4594,84.9217,85.1166,85.485,84.5266,84.4734,14.9068,14.85,14.811,14.3512,14.8942,0.0504,41.2983
2023-09-30 22:00:00,-0.0597,0.9444,361.8814,375.4652,5.059,14.61,80.375,1025.55,2.05,3.75,376.65,389.85,-4.4176,8.25,14.92,0.1255,14.955,144.75,12.4212,84.6083,84.8667,84.7416,84.205,84.1166,14.9643,14.8876,14.922,14.3998,14.95,0.1533,19.432
2023-09-30 23:00:00,-0.0667,0.7622,365.1112,376.6512,5.023,14.655,80.745,1025.0,2.0,3.55,379.6,390.9,-3.3132,8.25,14.87,0.232,14.87,142.1,12.3863,85.8834,86.1434,85.7733,85.5117,85.415,14.9112,14.8277,14.9346,14.3478,14.9037,0.214,18.1981
2023-10-01 00:00:00,-0.4331,0.9076,354.8762,373.2335,4.9915,14.545,80.39,1024.4,1.85,3.85,369.75,387.75,-999,-999,-999,-999,-999,-999,12.3536,85.6416,85.86,85.4817,85.225,85.1116,14.7664,14.6858,14.7835,14.205,14.7595,0.3257,12.1834
2023-10-01 01:00:00,0.0266,0.9604,359.9213,373.8969,4.96,14.545,79.025,1024.1,2.25,3.85,374.65,388.25,-999,-999,-999,-999,-999,-999,12.3206,83.6634,83.8634,83.6984,83.2334,83.105,14.7245,14.6585,14.7164,14.171,14.7292,0.5292,23.5279
2023-10-01 02:00:00,0.2454,0.5542,370.2858,376.3234,4.9285,15.055,75.505,1023.8,2.3,3.25,385.05,391.0,-999,-999,-999,-999,-999,-999,12.288,78.0526,78.2022,78.112,77.5788,77.5505,15.2432,15.1688,15.2068,14.673,15.2338,0.649,11.7971
2023-10-01 03:00:00,0.128,0.2301,373.9958,376.8581,4.904,15.195,74.435,1023.65,2.2,2.95,388.75,391.65,-999,-999,-999,-999,-999,-999,12.2574,76.5657,76.7114,76.34,76.0676,76.0616,15.3645,15.2778,15.3813,14.7905,15.3465,0.8367,27.4802
2023-10-01 04:00:00,-0.0861,0.0762,373.4834,376.737,4.8745,15.005,75.43,1023.4,2.05,2.85,388.15,391.3,-999,-999,-999,-999,-999,-999,12.222,78.072,78.2398,77.7865,77.6287,77.6485,15.1807,15.0878,15.2243,14.6005,15.149,0.6338,20.6345
2023-10-01 05:00:00,0.3274,0.3365,375.819,378.0188,4.8385,15.32,75.375,1023.4,2.4,3.05,390.55,392.75,-999,-999,-999,-999,-999,-999,12.1872,77.9792,78.138,77.98,77.4965,77.449,15.4792,15.3953,15.4446,14.9113,15.4647,0.7301,44.863
2023-10-01 06:00:00,12.3382,2.9654,360.8948,377.0185,4.8265,15.345,75.93,1023.55,14.25,6.0,375.95,391.95,-999,-999,-999,-999,-999,-999,12.1638,78.7656,78.9558,78.3528,78.311,78.2909,15.5198,15.4408,15.573,14.9472,15.491,0.647,39.5278
2023-10-01 07:00:00,124.461,29.287,328.3026,377.4101,5.1885,16.18,74.375,1023.75,79.95,35.45,345.3,393.8,-999,-999,-999,-999,-999,-999,12.3125,79.001,79.1278,76.8326,78.1458,78.302,15.6815,15.6158,16.156,15.2035,15.6992,0.6546,34.9648
2023-10-01 08:00:00,275.9733,77.6896,327.6788,392.9336,5.22,17.865,70.775,1024.1,287.45,85.85,346.7,410.25,28.7144,90.75,16.795,0.784,16.655,174.6,13.2066,74.8095,75.2302,71.1582,74.2008,74.6779,17.0047,16.8622,17.8652,16.484,16.8787,0.7217,42.1256
2023-10-01 09:00:00,338.8979,88.9842,347.4853,405.3081,5.2285,19.365,69.3,1024.1,341.2,91.85,368.05,424.35,34.7886,126.5,18.28,0.7175,18.25,178.55,13.643,71.9064,72.313,68.302,71.3605,71.8128,18.5776,18.4186,19.466,18.0246,18.439,0.6829,52.1565
2023-10-01 10:00:00,395.6258,99.6942,365.3876,414.991,5.224,20.675,67.59,1024.05,387.1,100.25,385.7,434.25,37.5496,152.625,19.92,0.776,19.915,185.25,13.5084,68.2923,68.5622,65.5903,67.6862,67.9803,20.0726,19.9282,20.7646,19.5276,19.9682,0.7535,62.1383
2023-10-01 11:00:00,531.4804,136.4321,346.1432,421.5006,5.2265,22.015,65.12,1023.7,513.8,134.8,368.7,442.2,53.0112,184.25,21.24,1.065,21.245,176.8,13.3268,63.7784,64.0103,61.6332,63.1286,63.5747,21.4204,21.2534,21.999,20.8823,21.2826,1.0346,37.2794
2023-10-01 12:00:00,548.3482,139.1783,351.4022,427.2777,5.2275,23.14,63.605,1023.5,524.25,139.9,374.6,449.35,46.937,167.75,22.23,0.969,22.26,175.0,13.6366,61.584,61.772,59.4135,60.9394,61.2925,22.4267,22.2646,23.0508,21.8695,22.2945,0.9694,42.5015
2023-10-01 13:00:00,404.3829,100.9724,352.805,420.74,5.2315,23.315,63.045,1023.0,385.95,104.95,375.75,443.1,18.2226,170.5,22.73,0.8635,22.665,182.3,13.5933,59.37,59.4528,57.4832,58.696,59.0454,22.8433,22.6996,23.3878,22.2837,22.7177,0.942,58.1998
2023-10-01 14:00:00,377.9546,94.8042,350.923,419.3476,5.2335,23.39,61.18,1022.6,361.0,102.75,374.4,442.25,13.2528,136.125,23.08,0.9345,23.085,222.95,13.5765,55.1318,55.2172,52.8878,54.4105,54.7235,23.3291,23.1709,24.0406,22.791,23.2307,0.9844,111.0829
2023-10-01 15:00:00,260.0994,47.3166,348.9322,407.925,5.2495,23.405,60.99,1022.35,240.45,56.15,371.75,430.3,-6.0742,82.5,22.685,0.8345,22.685,228.0,13.3248,55.9693,56.103,53.2654,55.2455,55.5202,23.0532,22.8747,23.9054,22.5108,22.96,0.7562,129.688
2023-10-01 16:00:00,58.0009,12.1817,346.6064,395.4611,5.255,21.52,67.52,1022.1,59.45,17.4,366.55,415.1,-8.8352,17.875,21.415,0.226,21.47,202.35,12.8535,64.3128,64.4082,61.7034,63.667,63.8822,21.6245,21.5016,22.2958,21.0639,21.566,0.2354,63.6928
2023-10-01 17:00:00,15.8436,4.2432,341.6884,381.4487,5.242,18.9,76.21,1021.9,18.4,8.55,359.5,398.95,-1.1044,2.75,19.15,0.0315,19.325,180.35,12.7107,77.6407,77.835,75.4588,77.1719,77.3602,19.3212,19.2165,19.761,18.7488,19.224,0.0482,46.7129
2023-10-01 18:00:00,-1.0918,1.2418,338.4516,372.9128,5.1995,16.96,81.62,1021.8,2.05,5.2,355.1,388.85,1.6566,-2.75,17.575,0.0085,17.74,224.05,12.6208,84.9534,85.17,85.1695,84.611,84.614,17.7088,17.6388,17.585,17.1398,17.64,0.0424,101.765
2023-10-01 19:00:00,-0.3571,1.4771,343.2879,370.8762,5.161,15.705,85.485,1021.8,2.3,5.0,364.8,387.4,-1.1044,0.0,16.31,0.003,16.405,103.65,12.562,92.2267,92.74,92.86,91.9884,91.9684,16.3518,16.249,16.151,15.7845,16.2455,0.0154,29.5495
2023-10-01 20:00:00,-0.139,1.4813,356.5193,374.3498,5.1285,15.455,87.245,1021.55,2.3,4.75,377.45,389.95,-14.3572,8.25,16.115,0.1155,16.275,163.5,12.5158,93.7783,93.9917,95.5367,93.3534,93.1767,15.9958,15.9534,15.709,15.449,15.9653,0.1198,36.6032
2023-10-01 21:00:00,-0.6037,2.077,353.2908,374.4645,5.1005,16.285,83.395,1021.25,1.8,4.85,377.15,391.5,-4.9698,-1.375,16.865,0.176,17.015,164.5,12.4802,87.0284,87.2616,87.7766,86.5034,86.3617,16.9315,16.8698,16.7683,16.3992,16.9257,0.2142,38.5061
2023-10-01 22:00:00,-0.5634,1.8462,350.0028,369.5426,5.07,15.43,85.41,1021.2,2.0,5.05,375.05,387.8,1.6566,-2.75,16.125,0.028,16.25,201.75,12.4478,90.9683,91.35,91.5184,90.745,90.6,16.1285,16.054,15.9155,15.5446,16.0643,0.0325,146.4174
2023-10-01 23:00:00,-0.1082,1.6612,359.0602,373.2679,5.0385,15.41,86.475,1021.1,2.3,4.85,380.0,389.3,-1.1044,0.0,16.09,0.05,16.26,171.6,12.419,91.055,91.1866,93.545,90.53,90.375,16.0947,16.0562,15.6596,15.5587,16.0885,0.1208,60.791
2023-10-02 00:00:00,-0.4428,3.5359,362.7632,378.9016,5.007,16.77,81.445,1021.0,1.75,6.2,385.35,395.05,-999,-999,-999,-999,-999,-999,12.3922,84.955,85.1367,86.0134,84.42,84.2634,17.2067,17.1405,17.0075,16.6708,17.2077,0.421,6.9619
2023-10-02 01:00:00,-0.9848,1.5236,361.6698,378.5494,4.9735,16.24,83.305,1020.9,1.9,5.0,384.35,393.8,-999,-999,-999,-999,-999,-999,12.3672,88.6716,88.9484,88.4784,88.185,88.0117,16.6396,16.5567,16.6512,16.1,16.619,0.1398,180.3193
2023-10-02 02:00:00,-1.1708,1.4926,336.982,370.0376,4.9415,15.95,84.315,1020.5,1.55,4.9,362.9,385.7,-999,-999,-999,-999,-999,-999,12.3427,90.23,90.5434,89.9666,89.795,89.6266,16.4088,16.3289,16.4148,15.8632,16.3807,0.2109,3.0418
2023-10-02 03:00:00,-0.6624,1.4708,339.9635,367.5588,4.912,15.085,86.4,1020.3,1.85,4.85,367.6,384.3,-999,-999,-999,-999,-999,-999,12.3151,93.73,94.1966,93.535,93.4967,93.2867,15.5682,15.4754,15.4936,14.9854,15.5135,0.0812,27.7752
2023-10-02 04:00:00,-0.4324,1.5702,351.0338,370.385,4.885,14.76,87.49,1020.25,2.0,4.8,373.65,385.85,-999,-999,-999,-999,-999,-999,12.2873,94.51,94.7584,95.5134,94.135,93.9133,15.2608,15.2008,15.0265,14.7002,15.255,0.1108,163.9715
2023-10-02 05:00:00,-0.5834,1.2684,357.6169,372.8984,4.8565,14.945,86.88,1020.0,1.7,4.4,377.2,387.95,-999,-999,-999,-999,-999,-999,12.261,93.5,93.765,94.045,93.0634,92.7767,15.3455,15.2608,15.2338,14.7805,15.3408,0.3666,10.0644
2023-10-02 06:00:00,13.9462,5.7689,362.6509,374.6614,4.84,14.83,86.775,1020.25,17.1,8.85,380.3,388.95,-999,-999,-999,-999,-999,-999,12.251,94.0734,94.3683,94.4884,93.68,93.3484,15.0942,15.0184,15.0092,14.537,15.105,0.215,23.7396
2023-10-02 07:00:00,66.9436,21.7776,363.2498,382.9894,5.0405,15.92,84.17,1020.75,69.55,24.35,383.5,396.95,-999,-999,-999,-999,-999,-999,12.3915,91.2034,91.4333,91.3066,90.7283,90.4834,15.8844,15.8208,15.9442,15.3388,15.8629,0.1856,8.1845
